시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도
서울특별시 양천구 신정동,목동그린빌라트,119.92,202211,15,"88,000",6,1996
서울특별시 양천구 신정동,목동신시가지10,105.58,202211,9,"172,000",2,1987
서울특별시 양천구 신정동,목동신시가지10,70.2,202211,18,"135,000",10,1987
서울특별시 양천구 신정동,목동신시가지10,105.58,202211,18,"176,000",9,1987
서울특별시 양천구 신정동,목동신시가지10,53.82,202211,26,"101,000",8,1987
서울특별시 양천구 신정동,목동신시가지11,66.24,202211,24,"125,000",4,1988
서울특별시 양천구 신정동,목동신시가지11,51.48,202211,29,"85,000",14,1988
서울특별시 양천구 신정동,푸른마을4,84.88,202211,21,"75,000",8,2002
서울특별시 영등포구 당산동,드림리버빌,117.41,202211,1,"90,000",17,2002
서울특별시 영등포구 당산동,리버뷰,15.05,202211,8,"13,300",13,2015
서울특별시 영등포구 당산동,리버뷰,15.05,202211,8,"13,300",13,2015
서울특별시 영등포구 당산동,리버뷰,18.36,202211,10,"12,000",8,2015
서울특별시 영등포구 당산동3가,당산계룡리슈빌1단지,40.136,202211,19,"61,000",12,2014
서울특별시 영등포구 당산동3가,당산어울림2차,84.8711,202211,10,"100,500",7,2009
서울특별시 영등포구 당산동4가,당산현대5차,84.69,202211,25,"100,000",5,2000
서울특별시 영등포구 대림동,신대림신동아파밀리에,126.3249,202211,30,"68,000",2,2013
서울특별시 영등포구 대림동,쌍용플래티넘S,18.24,202211,2,"7,600",3,2013
서울특별시 영등포구 대림동,쌍용플래티넘S,22.68,202211,3,"17,500",12,2013
서울특별시 영등포구 대림동,우성1,83.59,202211,2,"78,000",1,1985
서울특별시 영등포구 대림동,코오롱,59.94,202211,22,"73,000",22,1998
서울특별시 영등포구 대림동,코오롱,84.93,202211,26,"95,000",4,1998
서울특별시 영등포구 대림동,현대3,43.92,202211,12,"57,500",11,1997
서울특별시 영등포구 문래동3가,문래힐스테이트,84.92,202211,11,"109,000",18,2003
서울특별시 영등포구 문래동5가,문래대림,59.96,202211,23,"60,500",17,2000
서울특별시 영등포구 신길동,건영,95.64,202211,9,"90,000",6,1985
서울특별시 영등포구 신길동,더샵파크프레스티지,84.9,202211,8,"120,000",26,2022
서울특별시 영등포구 신길동,래미안에스티움,84.93,202211,5,"115,000",2,2017
서울특별시 영등포구 신길동,래미안에스티움,59.95,202211,11,"98,000",11,2017
서울특별시 영등포구 신길동,래미안에스티움,84.92,202211,25,"114,000",2,2017
서울특별시 영등포구 신길동,래미안에스티움,59.95,202211,28,"88,000",2,2017
서울특별시 영등포구 신길동,래미안영등포프레비뉴,84.98,202211,4,"123,700",14,2015
서울특별시 영등포구 신길동,래미안영등포프레비뉴,59.99,202211,19,"88,000",6,2015
서울특별시 영등포구 신길동,신길파크자이,84.98,202211,22,"122,000",11,2022
서울특별시 영등포구 신길동,프리가,16.09,202211,14,"13,500",13,2013
서울특별시 영등포구 신길동,한성,84.98,202211,13,"105,000",12,1997
서울특별시 영등포구 신길동,한성,134.33,202211,13,"119,000",2,1997
서울특별시 영등포구 여의도동,대우트럼프월드Ⅰ,178.5,202211,9,"302,000",28,2002
서울특별시 영등포구 여의도동,롯데캐슬엠파이어,182.62,202211,28,"290,000",39,2005
서울특별시 영등포구 영등포동1가,내이처해밀,14.24,202211,12,"12,400",10,2012
서울특별시 영등포구 영등포동1가,내이처해밀,14.24,202211,17,"13,000",12,2012
서울특별시 영등포구 영등포동1가,내이처해밀,14.24,202211,28,"12,390",4,2012
서울특별시 영등포구 영등포동1가,여의도더리브스타일,14.8376,202211,4,"21,500",3,2020
서울특별시 영등포구 영등포동1가,여의도시티아이,12.59,202211,25,"13,300",13,2013
서울특별시 영등포구 영등포동1가,헤렌어반,13.331,202211,11,"12,000",2,2011
서울특별시 영등포구 영등포동1가,헤렌어반,16.505,202211,25,"12,000",3,2011
서울특별시 용산구 문배동,프라임팰리스,13.69,202211,15,"16,500",18,2012
서울특별시 용산구 문배동,프라임팰리스,13.69,202211,19,"16,500",14,2012
서울특별시 용산구 보광동,주미,79.21,202211,5,"149,150",7,1973
서울특별시 용산구 용산동2가,용암한신,72.66,202211,24,"60,000",5,1982
서울특별시 용산구 이촌동,동아그린,43.02,202211,8,"99,000",12,1999
서울특별시 용산구 이촌동,이촌동삼성리버스위트,180.82,202211,23,"375,000",5,2002
서울특별시 용산구 이촌동,이촌코오롱(A),114.69,202211,18,"200,000",6,1999
서울특별시 용산구 한강로1가,용산파크자이,99.85,202211,7,"160,000",6,2005
서울특별시 용산구 한강로2가,한강로대우아이빌,28.22,202211,27,"36,500",15,2004
서울특별시 용산구 한강로3가,센트럴파크,102.8617,202211,7,"290,000",27,2020
서울특별시 용산구 한남동,나인원한남,206.8953,202211,7,"945,000",8,2019
서울특별시 용산구 한남동,장미1,77.39,202211,8,"169,000",1,1976
서울특별시 용산구 한남동,장미1,74.38,202211,17,"176,000",3,1976
서울특별시 용산구 한남동,장미1,74.38,202211,17,"176,000",3,1976
서울특별시 은평구 갈현동,역촌맨션,65.78,202211,22,"26,600",3,1973
서울특별시 은평구 갈현동,역촌맨션,53.2,202211,22,"19,600",3,1973
서울특별시 은평구 갈현동,역촌맨션,65.78,202211,30,"34,415",5,1973
서울특별시 은평구 갈현동,역촌맨션,65.78,202211,30,"36,300",2,1973
서울특별시 은평구 갈현동,역촌맨션,53.2,202211,30,"29,200",4,1973
서울특별시 은평구 갈현동,역촌맨션,53.2,202211,30,"29,200",2,1973
서울특별시 은평구 갈현동,역촌맨션,53.2,202211,30,"27,980",6,1973
서울특별시 은평구 갈현동,역촌맨션,66.43,202211,30,"35,500",1,1973
서울특별시 은평구 갈현동,역촌맨션,65.78,202211,30,"36,400",2,1973
서울특별시 은평구 구산동,경남아너스빌,84.69,202211,23,"52,000",8,2004
서울특별시 은평구 녹번동,북한산푸르지오,84.99,202211,16,"87,000",5,2015
서울특별시 은평구 대조동,북한산포레스트,29.02,202211,23,"36,500",4,2021
서울특별시 은평구 불광동,정익제이원5차,16.07,202211,18,"23,300",7,2016
서울특별시 은평구 수색동,DMC롯데캐슬더퍼스트,39.83,202211,4,"50,000",1,2021
서울특별시 은평구 수색동,대림한숲(DMC이편한세상),59.895,202211,30,"50,000",1,2003
서울특별시 은평구 신사동,신아,57.06,202211,7,"34,900",7,2008
서울특별시 은평구 응암동,녹번역e편한세상캐슬,59.96,202211,30,"82,750",6,2021
서울특별시 은평구 응암동,다원(107-4),57.23,202211,7,"43,000",9,2011
서울특별시 은평구 응암동,백련산해모로,59.92,202211,15,"75,000",4,2020
서울특별시 은평구 응암동,프라임팰리스,71.16,202211,29,"50,000",14,2003
서울특별시 은평구 응암동,힐스테이트녹번역,59.99,202211,16,"81,000",7,2022
서울특별시 은평구 증산동,디오반,14.46,202211,25,"11,000",5,2011
서울특별시 은평구 진관동,은평뉴타운구파발(삼성래미안9단지),134.83,202211,19,"110,000",4,2010
서울특별시 은평구 진관동,은평뉴타운기자촌11단지,84.94,202211,17,"72,000",7,2015
서울특별시 은평구 진관동,은평뉴타운박석고개(힐스테이트12단지),59.85,202211,21,"70,000",11,2009
서울특별시 은평구 진관동,은평뉴타운상림마을(푸르지오C-6),84.79,202211,20,"65,500",3,2008
서울특별시 은평구 진관동,은평뉴타운상림마을(푸르지오C-8),101.93,202211,10,"77,000",5,2008
서울특별시 은평구 진관동,은평뉴타운솔하임,45.044,202211,21,"58,000",18,2017
서울특별시 은평구 진관동,은평스카이뷰자이,84.7488,202211,6,"95,000",32,2019
서울특별시 종로구 동숭동,동성아파트(1동),57.96,202211,11,"35,000",1,1999
서울특별시 종로구 명륜2가,아남2,84.9,202211,14,"90,000",4,1996
서울특별시 종로구 숭인동,종로아인스빌,12.15,202211,28,"12,000",14,2013
서울특별시 종로구 숭인동,종로중흥S클래스,17.811,202211,5,"12,900",13,2013
서울특별시 종로구 연건동,이화에수풀,16.98,202211,15,"18,600",7,2014
서울특별시 종로구 익선동,운현신화타워,84.26,202211,2,"65,000",11,1998
서울특별시 종로구 창신동,창신쌍용2,54.7,202211,19,"59,500",9,1993
서울특별시 종로구 충신동,CS타워,21.94,202211,26,"15,300",10,2011
서울특별시 중구 남창동,경서,55.8,202211,28,"33,000",3,1970
서울특별시 중구 신당동,신당아르브,18.08,202211,14,"15,700",6,2014
서울특별시 중구 신당동,약수하이츠,57.63,202211,12,"86,000",15,1999
서울특별시 중구 신당동,약수하이츠,57.63,202211,24,"85,000",12,1999
서울특별시 중구 정동,삼정아트테라스정동,22.0989,202211,16,"39,000",2,2020
서울특별시 중구 황학동,한양I-Class,16.37,202211,2,"13,300",17,2013
서울특별시 중랑구 망우동,금호어울림(580-1),84.94,202211,15,"60,000",2,2006
서울특별시 중랑구 면목동,두원,59.31,202211,5,"55,000",7,1998
서울특별시 중랑구 면목동,세모하이츠(B),47.18,202211,17,"24,500",7,2003
서울특별시 중랑구 면목동,풍림,59.4,202211,29,"47,000",5,1997
서울특별시 중랑구 묵동,묵동포레시타,14.95,202211,29,"11,800",3,2013
서울특별시 중랑구 묵동,태창네스트빌,84.3875,202211,21,"51,000",1,2005
서울특별시 중랑구 상봉동,건영2차아파트,74.25,202211,23,"59,500",15,1996
서울특별시 중랑구 상봉동,건영캐스빌,84.6475,202211,29,"74,000",5,2006
서울특별시 중랑구 상봉동,동부아파트,54,202211,23,"41,600",10,1999
서울특별시 중랑구 상봉동,상봉힐스테이,17.25,202211,29,"30,500",5,2021
서울특별시 중랑구 상봉동,주함해븐타워,14.94,202211,4,"13,600",13,2015
서울특별시 중랑구 상봉동,주함해븐타워,15.17,202211,28,"13,900",7,2015
서울특별시 중랑구 상봉동,프레미어스엠코,84.83,202211,21,"107,000",26,2013
서울특별시 중랑구 신내동,동성1,65.56,202211,10,"55,000",8,1993
서울특별시 중랑구 신내동,동성아파트,59.4,202211,21,"47,500",3,1997
서울특별시 중랑구 신내동,신내11대명,39.76,202211,16,"37,500",3,1996
